Sample ID,Cohort,Cage,Ear,Diet,%P/%C/%F,%Glucose/%Fructose,in.P,in.F,in.C,in.Glu,in.Fru,in.Glustar,food.intake ,eaten.P,eaten.F,eaten.C,eaten.Glu,eaten.Fru,eaten.Glustar ,energy.eaten,,food.eaten ,energy.in,Water.Wk.12,,Water.Wk.12,Weight.Wk.12,Fat.Mass.Wk.12,Lean.Mass.Wk.12,Water.Mass.Wk.12,Fat.Percentage.Wk.12,Lean.Percentage.Wk.12,Water.Percentage.Wk.12,Fasting.blood.glucose,GTT.total.AUC,GTT.incremental.AUC,Fasting.Blood.Insulin,Fed.Blood.Insulin,HOMA.IR,ITT.total.AUC.45,ITT.total.AUC
32.4,3,32,4,G-1/S-2,10/70/20,75/25,1.43,2.86,9.96,5.25,1.75,8.21,3.73,5.33,10.67,37.12,19.59,6.53,30.59,53.12,,,,,,4.62,32.5,2.25,28.96,25.33,6.923076923,89.10769231,77.93846154,10.2,1143,225,0.293344143,1.183603858,2.992110256,376.5,684.8
33.1,3,33,1,G-1/S-3,10/70/20,50/50,1.43,2.86,9.96,3.5,3.5,6.45,3.8,5.43,10.86,37.78,13.3,13.3,24.49,54.08,,3.8,54.08,6.12,,6.12,33.7,3.67,28.51,24.82,10.89020772,84.59940653,73.64985163,8.3,967.5,220.5,0.392370148,0.538149369,3.25667223,375,751.5
33.2,3,33,2,G-1/S-3,10/70/20,50/50,1.43,2.86,9.96,3.5,3.5,6.45,3.8,5.43,10.86,37.78,13.3,13.3,24.49,54.08,,,,,,6.12,40.1,9.22,29.17,24.59,22.9925187,72.74314214,61.32169576,9.5,966,111,1.459253279,3.31477277,13.86290615,384,783.8
33.3,3,33,3,G-1/S-3,10/70/20,50/50,1.43,2.86,9.96,3.5,3.5,6.45,3.8,5.43,10.86,37.78,13.3,13.3,24.49,54.08,,,,,,6.12,34.3,9.61,23.17,20.13,28.01749271,67.55102041,58.68804665,11.8,1188,126,1.05470775,2.224188327,12.44555145,384,769.5
33.4,3,33,4,G-1/S-3,10/70/20,50/50,1.43,2.86,9.96,3.5,3.5,6.45,3.8,5.43,10.86,37.78,13.3,13.3,24.49,54.08,,,,,,6.12,38.5,11.8,25.18,21.99,30.64935065,65.4025974,57.11688312,11.4,1560.75,534.75,0.816396091,1.318344125,9.306915441,458.3,924.8
34.1,3,34,1,G-1/S-4,10/70/20,25/75,1.43,2.86,9.96,1.75,5.25,4.7,3.76,5.38,10.76,37.43,6.58,19.75,17.67,53.57,,3.76,53.57,4.64,,4.64,35.8,9.47,24.59,21.8,26.45251397,68.68715084,60.89385475,9.7,1394.25,521.25,0.689123338,1.55405853,6.684496382,429,890.3
34.2,3,34,2,G-1/S-4,10/70/20,25/75,1.43,2.86,9.96,1.75,5.25,4.7,3.76,5.38,10.76,37.43,6.58,19.75,17.67,53.57,,,,,,4.64,34.5,4.6,28.22,24.8,13.33333333,81.79710145,71.88405797,6.8,859.5,247.5,1.408279213,2.311850697,9.576298646,323.3,640.5
34.3,3,34,3,G-1/S-4,10/70/20,25/75,1.43,2.86,9.96,1.75,5.25,4.7,3.76,5.38,10.76,37.43,6.58,19.75,17.67,53.57,,,,,,4.64,38.2,8.8,27.84,24.27,23.03664921,72.87958115,63.53403141,10.7,1197.75,234.75,1.85308439,2.546266282,19.82800297,415.5,834.8
34.4,3,34,4,G-1/S-4,10/70/20,25/75,1.43,2.86,9.96,1.75,5.25,4.7,3.76,5.38,10.76,37.43,6.58,19.75,17.67,53.57,,,,,,4.64,30.2,2.33,26.23,22.98,7.715231788,86.85430464,76.09271523,8.4,891.75,135.75,0.198538964,0.394318185,1.667727296,289.5,523.5
35.1,3,35,1,G-1/S-5,10/70/20,0/100,1.43,2.87,9.95,0,7.01,2.95,2.99,4.28,8.57,29.76,0,20.95,8.82,42.61,,2.99,42.61,3.04,,3.04,27.5,4.49,21.71,18.66,16.32727273,78.94545455,67.85454545,9.5,1147.5,292.5,0.482305187,1.933603879,4.581899279,437.3,849
35.2,3,35,2,G-1/S-5,10/70/20,0/100,1.43,2.87,9.95,0,7.01,2.95,2.99,4.28,8.57,29.76,0,20.95,8.82,42.61,,,,,,3.04,32.9,7.85,23.51,20.73,23.86018237,71.45896657,63.00911854,9.5,1100.25,245.25,0.74204549,0.616071412,7.049432151,439.5,863.3
35.3,3,35,3,G-1/S-5,10/70/20,0/100,1.43,2.87,9.95,0,7.01,2.95,2.99,4.28,8.57,29.76,0,20.95,8.82,42.61,,,,,,3.04,32.4,7.22,23.72,20.22,22.28395062,73.20987654,62.40740741,10.1,1302,393,0.665422074,0.761850681,6.720762946,396.8,701.3
35.4,3,35,3,G-1/S-5,10/70/20,0/100,1.43,2.87,9.95,0,7.01,2.95,2.99,4.28,8.57,29.76,0,20.95,8.82,42.61,,,,,,3.04,,,,,,,,,,,,,,,
36.1,3,36,1,G-2/S-1,20/60/20,100/0,2.86,2.86,8.53,6.01,0,8.53,3.36,9.6,9.61,28.62,20.16,0,28.62,47.84,,3.36,47.84,5.7,,5.7,34.1,4.8,27.65,24.25,14.07624633,81.08504399,71.1143695,10.4,1170.75,234.75,0.845057,1.244297,8.7885928,357.8,759.8
36.2,3,36,2,G-2/S-1,20/60/20,100/0,2.86,2.86,8.53,6.01,0,8.53,3.36,9.6,9.61,28.62,20.16,0,28.62,47.84,,,,,,5.7,30.5,1.52,27.85,24.33,4.983606557,91.31147541,79.7704918,9.2,996.75,168.75,0.388783,0.589829,3.5768036,310.5,625.5
36.3,3,36,3,G-2/S-1,20/60/20,100/0,2.86,2.86,8.53,6.01,0,8.53,3.36,9.6,9.61,28.62,20.16,0,28.62,47.84,,,,,,5.7,30.9,0.25,29.04,25.64,0.809061489,93.98058252,82.97734628,7.7,798,105,0.286122,0.249049,2.2031394,315.8,609.8
36.4,3,36,4,G-2/S-1,20/60/20,100/0,2.86,2.86,8.53,6.01,0,8.53,3.36,9.6,9.61,28.62,20.16,0,28.62,47.84,,,,,,5.7,32.6,4.65,26.02,22.92,14.26380368,79.81595092,70.30674847,10.4,1153.5,217.5,0.525665,0.718156,5.466916,419.3,887.3
37.1,3,37,1,G-2/S-2,20/60/20,75/25,2.86,2.86,8.53,4.5,1.5,7.02,3.46,9.89,9.9,29.49,15.57,5.19,24.29,49.27,,3.46,49.27,4.28,,4.28,37.1,7,28.46,24.55,18.86792453,76.7115903,66.17250674,10.3,1101,174,1.06654,1.317015,10.985362,429.8,894
37.2,3,37,2,G-2/S-2,20/60/20,75/25,2.86,2.86,8.53,4.5,1.5,7.02,3.46,9.89,9.9,29.49,15.57,5.19,24.29,49.27,,,,,,4.28,33.6,4.79,27.11,23.98,14.25595238,80.68452381,71.36904762,11.4,1585.5,559.5,0.838403,1.266635,9.5577942,422.3,849
37.3,3,37,3,G-2/S-2,20/60/20,75/25,2.86,2.86,8.53,4.5,1.5,7.02,3.46,9.89,9.9,29.49,15.57,5.19,24.29,49.27,,,,,,4.28,33.6,8.42,23.94,20.94,25.05952381,71.25,62.32142857,11.6,1375.5,331.5,0.901616,1.507129,10.4587456,559.5,1166.3
37.4,3,37,4,G-2/S-2,20/60/20,75/25,2.86,2.86,8.53,4.5,1.5,7.02,3.46,9.89,9.9,29.49,15.57,5.19,24.29,49.27,,,,,,4.28,33.4,8.18,23.97,20.7,24.49101796,71.76646707,61.9760479,11.7,1293,240,1.158745,1.571293,13.5573165,418.5,927.8
38.1,3,38,1,G-2/S-3,20/60/20,50/50,2.86,2.86,8.53,3,3,5.52,3.5,10.01,10.02,29.84,10.51,10.51,19.34,49.87,,3.5,49.87,2.49,,2.49,34.7,7.21,25.93,22.28,20.77809798,74.72622478,64.2074928,10.9,1179,198,2.082224,1.838878,22.6962416,489.8,971.3
38.2,3,38,2,G-2/S-3,20/60/20,50/50,2.86,2.86,8.53,3,3,5.52,3.5,10.01,10.02,29.84,10.51,10.51,19.34,49.87,,,,,,2.49,43.7,14.2,27.84,24.13,32.49427918,63.70709382,55.2173913,11.3,1382.25,365.25,3.954848,4.842681,44.6897824,680.3,1431.8
38.3,3,38,3,G-2/S-3,20/60/20,50/50,2.86,2.86,8.53,3,3,5.52,3.5,10.01,10.02,29.84,10.51,10.51,19.34,49.87,,,,,,2.49,33.8,5.94,26.08,22.61,17.5739645,77.15976331,66.89349112,10.3,1440,513,3.945818,3.280418,40.6419254,756.8,1607.3
38.4,3,38,4,G-2/S-3,20/60/20,50/50,2.86,2.86,8.53,3,3,5.52,3.5,10.01,10.02,29.84,10.51,10.51,19.34,49.87,,,,,,2.49,37.5,12.12,23.61,20.05,32.32,62.96,53.46666667,10.3,1419,492,1.623099,2.871673,16.7179197,563.3,1224
39.1,3,39,1,G-2/S-4,20/60/20,25/75,2.86,2.86,8.53,1.5,4.5,4.02,3.54,10.14,10.14,30.22,5.32,15.96,14.26,50.5,,3.54,50.5,3.73,,3.73,36.2,8.59,26.64,23.07,23.72928177,73.59116022,63.72928177,9.7,1286.25,413.25,1.029468,2.403042,9.9858396,498,988.5
39.2,3,39,2,G-2/S-4,20/60/20,25/75,2.86,2.86,8.53,1.5,4.5,4.02,3.54,10.14,10.14,30.22,5.32,15.96,14.26,50.5,,,,,,3.73,36.1,9.5,24.85,21.58,26.31578947,68.8365651,59.77839335,9.6,1052.25,188.25,1.734316,3.432034,16.6494336,456.8,934.5
39.3,3,39,3,G-2/S-4,20/60/20,25/75,2.86,2.86,8.53,1.5,4.5,4.02,3.54,10.14,10.14,30.22,5.32,15.96,14.26,50.5,,,,,,3.73,38.2,9.91,26.49,23.2,25.94240838,69.34554974,60.73298429,10.3,1127.25,200.25,1.165874,2.644487,12.0085022,501.8,981.8
39.4,3,39,4,G-2/S-4,20/60/20,25/75,2.86,2.86,8.53,1.5,4.5,4.02,3.54,10.14,10.14,30.22,5.32,15.96,14.26,50.5,,,,,,3.73,36.5,11.09,24.22,20.64,30.38356164,66.35616438,56.54794521,11.2,1311,303,2.997623,2.148289,33.5733776,606.8,1215
40.1,3,40,1,G-2/S-5,20/60/20,0/100,2.86,2.86,8.53,0,6.01,2.52,3.29,9.41,9.42,28.05,0,19.76,8.29,46.87,,3.29,46.87,4.71,,4.71,30.7,2.94,26.21,22.74,9.576547231,85.37459283,74.07166124,8.7,1068.75,285.75,1.031369,1.40827,8.9729103,319.5,686.3
40.2,3,40,2,G-2/S-5,20/60/20,0/100,2.86,2.86,8.53,0,6.01,2.52,3.29,9.41,9.42,28.05,0,19.76,8.29,46.87,,,,,,4.71,36.2,6.94,27.41,23.32,19.17127072,75.71823204,64.4198895,10.7,985.5,22.5,1.143536,1.137833,12.2358352,383.3,833.3
40.3,3,40,3,G-2/S-5,20/60/20,0/100,2.86,2.86,8.53,0,6.01,2.52,3.29,9.41,9.42,28.05,0,19.76,8.29,46.87,,,,,,4.71,33.3,5.79,26.11,22.4,17.38738739,78.40840841,67.26726727,9.6,1228.5,364.5,1.573669,1.803707,15.1072224,391.5,786
40.4,3,40,4,G-2/S-5,20/60/20,0/100,2.86,2.86,8.53,0,6.01,2.52,3.29,9.41,9.42,28.05,0,19.76,8.29,46.87,,,,,,4.71,38.8,12.84,24.02,20.63,33.09278351,61.90721649,53.17010309,10,1175.25,275.25,1.754753,3.804658,17.54753,470.3,986.3
41.1,3,41,1,G-3/S-1,30/50/20,100/0,4.29,2.86,7.1,5.01,0,7.1,3.36,14.41,9.61,23.82,16.81,0,23.82,47.84,,3.36,47.84,5.94,,5.94,30.5,2.76,26.53,22.87,9.049180328,86.98360656,74.98360656,10.2,1182,264,0.50709709,5.839056857,5.172390323,395.3,823.5
41.2,3,41,2,G-3/S-1,30/50/20,100/0,4.29,2.86,7.1,5.01,0,7.1,3.36,14.41,9.61,23.82,16.81,0,23.82,47.84,,,,,,5.94,29.8,1.95,26.14,22.7,6.543624161,87.71812081,76.17449664,9.2,1170.75,342.75,0.56204212,0.51625455,5.170787507,399.8,810
